student_id,target_credits,completed_credits,failure_prob
S_2547,11,41,0.0276
S_2548,14,61,0.1034
S_2549,15,112,0.0228
S_2550,14,4,0.0384
S_2551,18,60,0.0754
S_2552,9,102,0.054
S_2553,15,70,0.0748
S_2554,9,33,0.0307
S_2555,17,47,0.0248
S_2556,14,81,0.0042
S_2557,16,106,0.0096
S_2558,12,4,0.0291
S_2559,18,8,0.0171
S_2560,18,39,0.0234
S_2561,16,27,0.0345
S_2562,14,31,0.0305
S_2563,16,26,0.1132
S_2564,12,23,0.0495
S_2565,17,15,0.0038
S_2566,19,112,0.0513
S_2567,18,17,0.0546
S_2568,12,24,0.0338
S_2569,16,29,0.0412
S_2570,11,111,0.0155
S_2571,16,90,0.0567
S_2572,16,94,0.0324
S_2573,9,12,0.013
S_2574,11,100,0.0216
S_2575,14,48,0.0226
S_2576,14,31,0.0089
S_2577,11,69,0.0722
S_2578,16,98,0.0435
S_2579,15,93,0.0295
S_2580,14,106,0.0074
S_2581,12,111,0.0111
S_2582,18,28,0.028
S_2583,19,50,0.0391
S_2584,13,1,0.0249
S_2585,13,105,0.011
S_2586,16,18,0.0501
S_2587,13,103,0.0519
S_2588,14,39,0.0696
S_2589,17,44,0.0514
S_2590,9,4,0.048
S_2591,18,39,0.0639
S_2592,15,106,0.0654
S_2593,13,3,0.0583
S_2594,14,48,0.093
S_2595,14,3,0.0111
S_2596,9,44,0.0148
S_2597,19,20,0.0898
S_2598,15,30,0.0586
S_2599,16,105,0.0949
S_2600,17,52,0.0245
S_2601,11,32,0.0268
S_2602,16,70,0.107
S_2603,14,17,0.0113
S_2604,17,31,0.142
S_2605,8,65,0.0339
S_2606,14,28,0.0102
S_2607,13,81,0.0895
S_2608,16,58,0.086
S_2609,16,92,0.0229
S_2610,12,113,0.0142
S_2611,12,13,0.02
S_2612,14,40,0.0578
S_2613,12,38,0.0376
S_2614,17,18,0.0531
S_2615,13,97,0.061
S_2616,6,91,0.1163
S_2617,13,58,0.0088
S_2618,11,64,0.0448
S_2619,10,7,0.0181
S_2620,11,66,0.0724
S_2621,15,94,0.0301
S_2622,18,68,0.0535
S_2623,15,31,0.0124
S_2624,13,80,0.0417
S_2625,16,43,0.029
S_2626,13,65,0.0224
S_2627,12,58,0.0293
S_2628,11,45,0.0724
S_2629,9,86,0.0761
S_2630,13,106,0.0727
S_2631,15,0,0.0848
S_2632,14,112,0.0128
S_2633,13,61,0.0665
S_2634,12,84,0.073
S_2635,16,102,0.0181
S_2636,11,56,0.0464
S_2637,17,100,0.0086
S_2638,11,21,0.1486
S_2639,12,19,0.0367
S_2640,10,78,0.0447
S_2641,13,104,0.0618
S_2642,17,107,0.0389
S_2643,16,77,0.0313
S_2644,17,63,0.0437
S_2645,16,39,0.0122
S_2646,11,117,0.0273
S_2647,14,38,0.0611
S_2648,12,89,0.1782
S_2649,18,63,0.0237
S_2650,11,73,0.039
S_2651,17,47,0.0608
S_2652,17,115,0.0437
S_2653,20,68,0.0226
S_2654,13,112,0.0357
S_2655,17,0,0.0176
S_2656,21,68,0.0979
S_2657,13,86,0.1235
S_2658,10,89,0.0801
S_2659,9,108,0.0428
S_2660,17,0,0.0635
S_2661,9,0,0.0332
S_2662,13,56,0.0584
S_2663,16,3,0.0415
S_2664,15,116,0.0196
S_2665,16,26,0.0217
S_2666,15,56,0.0256
S_2667,18,7,0.0346
S_2668,12,62,0.0312
S_2669,12,45,0.0768
S_2670,12,5,0.0358
S_2671,17,40,0.0162
S_2672,17,46,0.036
S_2673,16,118,0.0094
S_2674,18,24,0.0412
S_2675,11,65,0.0954
S_2676,20,118,0.039
S_2677,19,95,0.037
S_2678,17,119,0.023
S_2679,20,116,0.0546
S_2680,10,58,0.0551
S_2681,13,83,0.071
S_2682,12,13,0.1097
S_2683,17,52,0.0129
S_2684,11,97,0.0181
S_2685,17,60,0.0334
S_2686,19,84,0.0152
S_2687,17,89,0.0461
S_2688,15,30,0.0403
S_2689,12,105,0.0189
S_2690,12,55,0.0488
S_2691,18,25,0.0467
S_2692,17,103,0.0341
S_2693,14,50,0.0262
S_2694,13,90,0.0035
S_2695,8,65,0.0851
S_2696,11,45,0.0089
S_2697,20,97,0.0779
S_2698,11,70,0.0275
S_2699,15,46,0.0505
S_2700,18,13,0.0547
S_2701,11,107,0.0625
S_2702,15,4,0.0177
S_2703,17,103,0.04
S_2704,15,43,0.0179
S_2705,21,76,0.0064
S_2706,9,110,0.0632
S_2707,18,18,0.0736
S_2708,14,68,0.0342
S_2709,17,91,0.0424
S_2710,16,90,0.0566
S_2711,12,63,0.0177
S_2712,15,74,0.0572
S_2713,9,90,0.097
S_2714,16,100,0.016
S_2715,15,91,0.0235
S_2716,16,42,0.0821
S_2717,18,119,0.0072
S_2718,16,52,0.1085
S_2719,15,2,0.0087
S_2720,12,43,0.0581
S_2721,12,15,0.0198
S_2722,18,14,0.0843
S_2723,19,33,0.0383
S_2724,14,6,0.0439
S_2725,15,82,0.1348
S_2726,12,8,0.0439
S_2727,18,24,0.0388
S_2728,16,11,0.0267
S_2729,20,7,0.0761
S_2730,12,32,0.0201
S_2731,13,68,0.02
S_2732,15,115,0.0301
S_2733,16,105,0.0532
S_2734,14,105,0.0299
S_2735,12,21,0.0102
S_2736,17,31,0.0122
S_2737,17,9,0.1185
S_2738,12,93,0.0566
S_2739,19,8,0.1141
S_2740,18,66,0.0513
S_2741,15,29,0.0136
S_2742,15,29,0.0268
S_2743,16,118,0.0595
S_2744,12,90,0.0606
S_2745,15,100,0.0666
S_2746,8,68,0.0344
S_2747,17,104,0.0276
S_2748,10,77,0.0809
S_2749,19,113,0.0385
S_2750,14,33,0.0215
S_2751,14,71,0.0478
S_2752,13,82,0.0297
S_2753,14,47,0.0063
S_2754,19,105,0.0521
S_2755,7,117,0.0397
S_2756,18,59,0.0318
S_2757,16,46,0.1552
S_2758,11,56,0.0885
S_2759,11,102,0.0659
S_2760,20,77,0.0548
S_2761,12,5,0.0297
S_2762,11,65,0.0209
S_2763,18,2,0.0278
S_2764,16,93,0.0239
S_2765,12,39,0.162
S_2766,15,56,0.1624
S_2767,11,95,0.02
S_2768,18,5,0.0449
S_2769,18,19,0.0114
S_2770,16,47,0.126
S_2771,16,27,0.0174
S_2772,20,40,0.0254
S_2773,14,119,0.063
S_2774,11,99,0.016
S_2775,16,106,0.081
S_2776,21,112,0.0139
S_2777,11,40,0.0156
S_2778,13,35,0.0398
S_2779,16,28,0.035
S_2780,14,99,0.0392
S_2781,12,81,0.0599
S_2782,18,28,0.0367
S_2783,21,45,0.0474
S_2784,15,60,0.0632
S_2785,12,63,0.023
S_2786,10,106,0.0656
S_2787,15,45,0.0173
S_2788,18,109,0.0453
S_2789,16,52,0.0325
S_2790,14,89,0.0414
S_2791,13,111,0.0059
S_2792,11,108,0.0055
S_2793,17,6,0.1861
S_2794,17,24,0.0211
S_2795,10,57,0.1135
S_2796,19,51,0.1144
S_2797,16,76,0.0266
S_2798,19,113,0.0447
S_2799,10,13,0.0555
S_2800,10,54,0.039
S_2801,14,23,0.0305
S_2802,16,107,0.0552
S_2803,20,115,0.0395
S_2804,17,57,0.0367
S_2805,14,12,0.0595
S_2806,11,94,0.0375
S_2807,18,83,0.1016
S_2808,12,42,0.0346
S_2809,19,106,0.009
S_2810,14,117,0.0591
S_2811,19,66,0.0462
S_2812,17,67,0.0717
S_2813,14,35,0.1504
S_2814,13,70,0.0289
S_2815,13,52,0.0211
S_2816,16,36,0.037
S_2817,15,8,0.0414
S_2818,13,30,0.0265
S_2819,14,23,0.0493
S_2820,15,65,0.0411
S_2821,8,72,0.0441
S_2822,16,73,0.0711
S_2823,12,46,0.0458
S_2824,11,50,0.1075
S_2825,9,100,0.0531
S_2826,9,57,0.0425
S_2827,10,118,0.0166
S_2828,12,52,0.018
S_2829,20,77,0.048
S_2830,13,6,0.1173
S_2831,15,78,0.0104
S_2832,16,102,0.0496
S_2833,15,113,0.0139
S_2834,14,119,0.1013
S_2835,11,33,0.0251
S_2836,19,69,0.0493
S_2837,20,54,0.0474
S_2838,9,67,0.0239
S_2839,11,18,0.0234
S_2840,14,102,0.0757
S_2841,12,109,0.0207
S_2842,16,53,0.0147
S_2843,12,33,0.0551
S_2844,21,16,0.0465
S_2845,18,82,0.0611
S_2846,15,37,0.0081
S_2847,18,109,0.0304
S_2848,18,80,0.0117
S_2849,13,77,0.0552
S_2850,12,67,0.0414
S_2851,15,5,0.1073
S_2852,17,111,0.0339
S_2853,15,75,0.0247
S_2854,10,119,0.0505
S_2855,12,64,0.0176
S_2856,14,85,0.0613
S_2857,14,6,0.0718
S_2858,20,75,0.0386
S_2859,10,91,0.0623
S_2860,16,93,0.0491
S_2861,19,92,0.0184
S_2862,21,27,0.0497
S_2863,13,117,0.0134
S_2864,16,119,0.0344
S_2865,16,9,0.0277
S_2866,15,112,0.0469
S_2867,14,34,0.0384
S_2868,16,82,0.0554
S_2869,7,40,0.0357
S_2870,17,116,0.1535
S_2871,15,12,0.0604
S_2872,14,59,0.1905
S_2873,21,51,0.063
S_2874,12,39,0.0177
S_2875,13,77,0.0593
S_2876,20,15,0.0722
S_2877,12,85,0.0072
S_2878,13,117,0.0487
S_2879,14,96,0.0584
S_2880,17,103,0.02
S_2881,15,43,0.058
S_2882,11,38,0.0672
S_2883,13,62,0.0246
S_2884,13,5,0.0509
S_2885,14,113,0.0235
S_2886,16,17,0.0648
S_2887,16,108,0.0616
S_2888,9,10,0.0941
S_2889,18,98,0.0213
S_2890,15,18,0.0396
S_2891,19,4,0.0248
S_2892,16,86,0.0722
S_2893,18,33,0.0755
S_2894,16,85,0.0828
S_2895,19,66,0.0272
S_2896,16,13,0.0194
S_2897,14,111,0.0528
S_2898,21,54,0.0536
S_2899,17,88,0.0118
S_2900,16,60,0.0105
S_2901,11,72,0.0319
S_2902,11,36,0.0558
S_2903,15,24,0.0474
S_2904,15,65,0.0835
S_2905,13,52,0.0544
S_2906,15,46,0.1045
S_2907,19,80,0.0613
S_2908,17,82,0.0652
S_2909,11,5,0.0282
S_2910,14,40,0.0316
S_2911,12,49,0.0435
S_2912,13,11,0.0639
S_2913,13,28,0.0413
S_2914,13,6,0.0105
S_2915,11,119,0.0419
S_2916,14,88,0.0997
S_2917,13,10,0.0165
S_2918,6,2,0.0591
S_2919,21,86,0.0194
S_2920,18,52,0.1038
S_2921,13,94,0.0682
S_2922,15,110,0.0188
S_2923,11,71,0.0335
S_2924,20,22,0.011
S_2925,20,93,0.0496
S_2926,15,114,0.0164
S_2927,18,69,0.0451
S_2928,15,81,0.1161
S_2929,10,40,0.0505
S_2930,13,45,0.0082
S_2931,15,88,0.0169
S_2932,13,111,0.0253
S_2933,14,75,0.0398
S_2934,14,94,0.0729
S_2935,14,20,0.0219
S_2936,15,25,0.0183
S_2937,11,63,0.0149
S_2938,12,21,0.0399
S_2939,11,76,0.0184
S_2940,17,34,0.0592
S_2941,8,94,0.0135
S_2942,18,96,0.0414
S_2943,19,55,0.0146
S_2944,14,21,0.0013
S_2945,7,77,0.0238
S_2946,13,119,0.1669
S_2947,14,74,0.0759
S_2948,11,4,0.0611
S_2949,13,2,0.0228
S_2950,19,38,0.0732
S_2951,16,23,0.0246
S_2952,12,97,0.0269
S_2953,10,101,0.0624
S_2954,14,31,0.0632
S_2955,14,39,0.0498
S_2956,16,28,0.0278
S_2957,13,109,0.1766
S_2958,16,60,0.0442
S_2959,20,78,0.0347
S_2960,17,49,0.0155
S_2961,14,75,0.024
S_2962,14,46,0.0318
S_2963,13,40,0.0081
S_2964,18,76,0.0798
S_2965,13,70,0.0402
S_2966,15,35,0.0663
S_2967,15,17,0.0448
S_2968,13,44,0.0415
S_2969,10,49,0.0186
S_2970,15,75,0.0681
S_2971,14,109,0.1047
S_2972,16,4,0.1048
S_2973,13,29,0.0328
S_2974,18,23,0.0992
S_2975,12,60,0.0827
S_2976,20,51,0.0251
S_2977,9,87,0.1088
S_2978,16,29,0.0601
S_2979,16,71,0.0434
S_2980,12,106,0.1008
S_2981,16,109,0.0532
S_2982,18,115,0.0987
S_2983,8,92,0.0787
S_2984,16,108,0.0441
S_2985,7,28,0.0208
S_2986,12,23,0.0709
S_2987,19,0,0.0924
S_2988,13,84,0.0334
S_2989,11,112,0.0166
S_2990,14,22,0.1123
S_2991,21,76,0.1077
S_2992,9,89,0.0407
S_2993,11,111,0.1198
S_2994,19,77,0.0096
S_2995,20,116,0.0347
S_2996,14,41,0.0117
S_2997,11,41,0.0822
S_2998,21,65,0.0566
S_2999,19,46,0.0318
S_3000,17,0,0.0528
S_3001,12,87,0.0754
S_3002,14,90,0.0857
S_3003,14,89,0.0397
S_3004,15,41,0.012
S_3005,19,62,0.0272
S_3006,17,43,0.077
S_3007,11,1,0.0684
S_3008,19,67,0.0148
S_3009,15,14,0.0891
S_3010,17,9,0.0832
S_3011,19,90,0.0334
S_3012,11,1,0.0243
S_3013,14,115,0.0766
S_3014,13,61,0.0665
S_3015,10,117,0.0041
S_3016,16,6,0.087
S_3017,21,70,0.0154
S_3018,9,41,0.0419
S_3019,14,101,0.076
S_3020,16,43,0.1088
S_3021,15,31,0.0104
S_3022,14,102,0.029
S_3023,11,44,0.0232
S_3024,15,2,0.0654
S_3025,12,46,0.0956
S_3026,8,78,0.0143
S_3027,18,30,0.0184
S_3028,17,51,0.0131
S_3029,15,6,0.0288
S_3030,15,70,0.0616
S_3031,18,90,0.0654
S_3032,15,49,0.0252
S_3033,17,50,0.0142
S_3034,14,10,0.0076
S_3035,18,24,0.0317
S_3036,15,18,0.0238
S_3037,15,57,0.0149
S_3038,11,63,0.0443
S_3039,15,113,0.082
S_3040,12,8,0.0522
S_3041,13,71,0.0941
S_3042,12,63,0.0284
S_3043,11,61,0.0576
S_3044,21,104,0.0159
S_3045,18,24,0.0996
S_3046,20,4,0.0287
S_3047,11,80,0.0474
S_3048,15,41,0.0692
S_3049,11,2,0.0222
S_3050,12,30,0.0104
S_3051,12,37,0.0148
S_3052,18,74,0.0656
S_3053,13,20,0.0921
S_3054,18,49,0.025
S_3055,16,57,0.0617
S_3056,21,55,0.0659
S_3057,10,116,0.0588
S_3058,18,5,0.0425
S_3059,18,114,0.0366
S_3060,12,69,0.0769
S_3061,18,95,0.0408
S_3062,16,51,0.0472
S_3063,14,54,0.0056
S_3064,12,105,0.0234
S_3065,12,107,0.036
S_3066,21,28,0.0329
S_3067,15,23,0.0732
S_3068,17,59,0.0402
S_3069,12,108,0.1555
S_3070,12,38,0.0503
S_3071,18,78,0.1057
S_3072,10,84,0.0355
S_3073,13,93,0.0559
S_3074,15,67,0.0756
S_3075,15,48,0.0209
S_3076,14,116,0.0167
S_3077,16,73,0.003
S_3078,17,87,0.0648
S_3079,17,41,0.0094
S_3080,12,80,0.0825
S_3081,14,30,0.1826
S_3082,18,29,0.0484
S_3083,17,85,0.0649
S_3084,10,62,0.0219
S_3085,16,81,0.0636
S_3086,9,32,0.0602
S_3087,15,71,0.0665
S_3088,20,53,0.0195
S_3089,12,71,0.0539
S_3090,12,34,0.0675
S_3091,17,85,0.0095
S_3092,10,96,0.0691
S_3093,13,31,0.0278
S_3094,16,36,0.0787
S_3095,13,79,0.0195
S_3096,14,83,0.0337
S_3097,17,84,0.0069
S_3098,16,81,0.0774
S_3099,15,47,0.0788
S_3100,13,47,0.0189
S_3101,16,30,0.04
S_3102,14,18,0.0246
S_3103,16,83,0.0265
S_3104,13,11,0.0222
S_3105,14,112,0.0349
S_3106,12,99,0.0111
S_3107,14,102,0.0534
S_3108,12,108,0.0142
S_3109,11,49,0.0702
S_3110,15,101,0.0183
S_3111,15,18,0.0104
S_3112,17,2,0.1235
S_3113,13,94,0.0533
S_3114,16,8,0.0679
S_3115,16,118,0.0634
S_3116,16,80,0.006
S_3117,12,90,0.0121
S_3118,15,29,0.029
S_3119,16,80,0.0597
S_3120,15,5,0.0507
S_3121,8,100,0.0467
S_3122,15,20,0.0458
S_3123,21,83,0.0796
S_3124,13,26,0.0429
S_3125,12,8,0.0242
S_3126,16,57,0.0549
S_3127,15,20,0.0282
S_3128,18,87,0.0307
S_3129,11,28,0.0233
S_3130,17,41,0.0047
S_3131,16,68,0.0149
S_3132,14,34,0.0126
S_3133,16,45,0.0465
S_3134,18,97,0.0639
S_3135,17,21,0.0661
S_3136,11,9,0.0935
S_3137,17,39,0.0655
S_3138,14,50,0.06
S_3139,15,65,0.039
S_3140,15,44,0.0071
S_3141,14,94,0.0558
S_3142,18,4,0.0648
S_3143,14,51,0.0287
S_3144,11,45,0.0825
S_3145,13,77,0.0395
S_3146,15,115,0.0542
S_3147,18,61,0.0525
S_3148,16,118,0.0209
S_3149,12,36,0.0189
S_3150,21,3,0.0383
S_3151,15,19,0.0797
S_3152,18,47,0.0617
S_3153,14,37,0.0879
S_3154,16,11,0.1313
S_3155,17,51,0.0047
S_3156,18,40,0.0363
S_3157,18,14,0.0152
S_3158,17,35,0.034
S_3159,14,106,0.0091
S_3160,13,36,0.0224
S_3161,15,85,0.0545
S_3162,17,73,0.0142
S_3163,14,51,0.0537
S_3164,18,28,0.0325
S_3165,19,44,0.0345
S_3166,12,71,0.0197
S_3167,12,42,0.0605
S_3168,14,25,0.0177
S_3169,15,13,0.0427
S_3170,13,105,0.1445
S_3171,19,52,0.0936
S_3172,16,75,0.0085
S_3173,15,58,0.0695
S_3174,10,104,0.0493
S_3175,11,65,0.0066
S_3176,15,57,0.0251
S_3177,8,110,0.0951
S_3178,18,86,0.035
S_3179,14,13,0.0523
S_3180,21,21,0.1126
S_3181,21,94,0.1099
S_3182,14,100,0.0418
S_3183,14,65,0.0227
S_3184,17,66,0.0242
S_3185,20,75,0.0536
S_3186,10,52,0.1466
S_3187,9,81,0.0723
S_3188,13,13,0.019
S_3189,16,115,0.0361
S_3190,16,90,0.133
S_3191,18,75,0.0322
S_3192,11,37,0.0519
S_3193,8,19,0.0513
S_3194,17,49,0.0999
S_3195,12,79,0.0698
S_3196,8,76,0.0532
S_3197,15,45,0.0204
S_3198,17,73,0.016
S_3199,14,97,0.0344
S_3200,13,3,0.0086
S_3201,14,54,0.0385
S_3202,13,91,0.0578
S_3203,10,65,0.079
S_3204,12,78,0.0161
S_3205,16,62,0.0301
S_3206,15,119,0.0276
S_3207,15,6,0.0981
S_3208,12,58,0.0111
S_3209,14,10,0.0395
S_3210,8,19,0.0143
S_3211,15,45,0.0669
S_3212,19,18,0.0417
S_3213,10,115,0.0386
S_3214,13,113,0.058
S_3215,15,40,0.0592
S_3216,18,76,0.0427
S_3217,13,64,0.0025
S_3218,12,97,0.0742
S_3219,9,75,0.0399
S_3220,15,0,0.0527
S_3221,21,91,0.0347
S_3222,15,89,0.0167
S_3223,14,61,0.039
S_3224,15,108,0.0162
S_3225,14,109,0.1137
S_3226,12,62,0.0548
S_3227,17,72,0.0569
S_3228,15,119,0.0333
S_3229,15,35,0.0777
S_3230,12,38,0.0288
S_3231,18,21,0.0773
S_3232,16,107,0.0071
S_3233,13,89,0.0569
S_3234,18,12,0.0276
S_3235,13,117,0.0425
S_3236,12,87,0.0497
S_3237,12,102,0.0517
S_3238,9,5,0.0443
S_3239,16,60,0.0426
S_3240,9,83,0.0541
S_3241,11,65,0.0269
S_3242,8,79,0.0377
S_3243,14,98,0.0993
S_3244,14,44,0.0113
S_3245,14,101,0.0488
S_3246,11,19,0.0797
S_3247,11,32,0.0966
S_3248,16,5,0.0233
S_3249,13,43,0.0137
S_3250,15,45,0.1267
S_3251,12,96,0.1245
S_3252,15,78,0.0505
S_3253,18,52,0.0965
S_3254,16,78,0.0343
S_3255,13,6,0.0692
S_3256,15,21,0.0802
S_3257,14,75,0.0638
S_3258,15,76,0.0292
S_3259,14,92,0.1951
S_3260,14,48,0.0269
S_3261,15,86,0.1042
S_3262,12,82,0.0788
S_3263,11,115,0.0662
S_3264,10,25,0.0431
S_3265,10,66,0.1279
S_3266,11,72,0.0428
S_3267,15,119,0.0239
S_3268,12,24,0.0818
S_3269,16,62,0.0209
S_3270,15,41,0.0193
S_3271,9,63,0.0902
S_3272,16,27,0.0125
S_3273,17,5,0.1037
S_3274,12,68,0.0277
S_3275,16,40,0.0017
S_3276,12,21,0.0354
S_3277,15,38,0.0344
S_3278,11,5,0.0419
S_3279,9,114,0.0836
S_3280,13,69,0.009
S_3281,14,97,0.0099
S_3282,13,50,0.0534
S_3283,11,108,0.0222
S_3284,13,57,0.118
S_3285,15,68,0.0343
S_3286,14,59,0.0457
S_3287,15,87,0.0507
S_3288,12,67,0.0274
S_3289,18,32,0.0517
S_3290,11,17,0.0344
S_3291,16,72,0.0634
S_3292,18,58,0.0483
S_3293,16,11,0.0887
S_3294,14,47,0.1495
S_3295,13,61,0.0169
S_3296,18,99,0.0309
S_3297,10,9,0.0235
S_3298,12,41,0.0138
S_3299,13,98,0.0341
S_3300,18,77,0.0141
S_3301,16,34,0.0705
S_3302,12,101,0.0045
S_3303,14,59,0.0278
S_3304,13,59,0.0665
S_3305,12,117,0.0615
S_3306,17,113,0.0755
S_3307,10,43,0.0364
S_3308,19,16,0.0303
S_3309,17,39,0.0291
S_3310,18,3,0.0769
S_3311,13,2,0.022
S_3312,14,47,0.055
S_3313,10,112,0.0581
S_3314,13,104,0.0248
S_3315,16,61,0.0373
S_3316,18,67,0.0741
S_3317,11,0,0.0295
S_3318,13,25,0.0426
S_3319,14,2,0.0079
S_3320,10,90,0.0152
S_3321,16,17,0.0662
S_3322,12,104,0.024
S_3323,14,77,0.0601
S_3324,13,27,0.0274
S_3325,12,18,0.0135
S_3326,14,75,0.0091
S_3327,14,108,0.0565
S_3328,13,86,0.0282
S_3329,12,41,0.0293
S_3330,15,70,0.022
S_3331,19,37,0.0019
S_3332,15,119,0.0415
S_3333,17,89,0.0187
S_3334,10,73,0.1088
S_3335,15,50,0.0573
S_3336,11,74,0.019
S_3337,10,40,0.0299
S_3338,12,3,0.0807
S_3339,18,47,0.1126
S_3340,17,111,0.0538
S_3341,15,75,0.0427
S_3342,10,10,0.0304
S_3343,14,106,0.0444
S_3344,15,32,0.0281
S_3345,15,29,0.067
S_3346,9,35,0.0098
S_3347,12,69,0.0656
S_3348,14,65,0.0315
S_3349,16,58,0.0858
S_3350,8,86,0.0259
S_3351,14,37,0.0833
S_3352,15,93,0.0221
S_3353,17,21,0.0144
S_3354,17,93,0.0552
S_3355,16,79,0.1415
S_3356,12,81,0.0491
S_3357,9,57,0.0102
S_3358,13,80,0.0316
S_3359,18,9,0.0698
S_3360,19,102,0.0223
S_3361,17,6,0.1028
S_3362,16,17,0.1541
S_3363,16,69,0.0358
S_3364,13,88,0.0501
S_3365,14,9,0.0429
S_3366,20,110,0.0384
S_3367,12,116,0.0333
S_3368,19,72,0.0336
S_3369,14,57,0.0019
S_3370,18,88,0.0285
S_3371,10,39,0.0697
S_3372,16,59,0.0252
S_3373,12,109,0.0515
S_3374,10,114,0.0563
S_3375,15,111,0.0169
S_3376,18,31,0.0332
S_3377,12,27,0.0892
S_3378,10,35,0.0188
S_3379,14,52,0.0291
S_3380,14,37,0.0801
S_3381,16,44,0.0712
S_3382,17,74,0.0774
S_3383,14,91,0.1249
S_3384,20,88,0.0696
S_3385,15,97,0.0912
S_3386,13,3,0.0952
S_3387,10,5,0.0694
S_3388,14,94,0.0464
S_3389,13,63,0.0049
S_3390,17,69,0.024
S_3391,16,6,0.0318
S_3392,11,30,0.0132
S_3393,15,76,0.0771
S_3394,17,103,0.0404
S_3395,19,110,0.0371
S_3396,17,60,0.0511
S_3397,17,65,0.0462
S_3398,15,99,0.0247
S_3399,16,64,0.0205
S_3400,18,62,0.0222
S_3401,11,108,0.0722
S_3402,13,94,0.0466
S_3403,12,109,0.0186
S_3404,16,26,0.0027
S_3405,18,62,0.0219
S_3406,13,101,0.1044
S_3407,7,13,0.0322
S_3408,13,95,0.0535
S_3409,17,21,0.0087
S_3410,16,96,0.0378
S_3411,16,73,0.0391
S_3412,14,23,0.021
S_3413,11,56,0.049
S_3414,16,81,0.0815
S_3415,12,76,0.0274
S_3416,21,51,0.0157
S_3417,16,107,0.0132
S_3418,13,62,0.0216
S_3419,13,60,0.0958
S_3420,14,7,0.0507
S_3421,14,110,0.034
S_3422,18,21,0.0285
S_3423,15,63,0.0461
S_3424,12,96,0.0365
S_3425,20,25,0.027
S_3426,15,63,0.0647
S_3427,17,28,0.0706
S_3428,13,91,0.0492
S_3429,16,67,0.0508
S_3430,15,102,0.0057
S_3431,9,107,0.064
S_3432,21,77,0.1066
S_3433,18,87,0.0312
S_3434,13,65,0.0046
S_3435,11,46,0.0394
S_3436,16,77,0.0517
S_3437,15,108,0.084
S_3438,16,50,0.0215
S_3439,15,37,0.0274
S_3440,16,46,0.0683
S_3441,19,52,0.0289
S_3442,16,8,0.0629
S_3443,11,59,0.0312
S_3444,19,59,0.0215
S_3445,19,70,0.0226
S_3446,21,43,0.0131
S_3447,11,73,0.0823
S_3448,15,105,0.0052
S_3449,8,114,0.0253
S_3450,16,70,0.045
S_3451,13,5,0.0589
S_3452,20,116,0.0737
S_3453,12,84,0.021
S_3454,9,40,0.1273
S_3455,13,17,0.0727
S_3456,9,17,0.0684
S_3457,17,20,0.1306
S_3458,8,5,0.0425
S_3459,15,108,0.0469
S_3460,8,64,0.0529
S_3461,14,83,0.0274
S_3462,19,99,0.1832
S_3463,16,94,0.0453
S_3464,12,105,0.0578
S_3465,14,116,0.0299
S_3466,15,52,0.0059
S_3467,16,114,0.042
S_3468,10,86,0.0482
S_3469,16,8,0.0138
S_3470,6,81,0.0239
S_3471,13,82,0.0113
S_3472,13,108,0.0408
S_3473,16,44,0.0358
S_3474,15,70,0.014
S_3475,10,1,0.0125
S_3476,12,39,0.0547
S_3477,15,7,0.0293
S_3478,14,62,0.1119
S_3479,13,98,0.0659
S_3480,13,24,0.0287
S_3481,17,63,0.1315
S_3482,13,24,0.1018
S_3483,14,14,0.0474
S_3484,21,61,0.0151
S_3485,10,9,0.0485
S_3486,9,70,0.0771
S_3487,17,3,0.0286
S_3488,12,12,0.0649
S_3489,14,65,0.0253
S_3490,12,70,0.0755
S_3491,14,3,0.0651
S_3492,19,68,0.0243
S_3493,17,100,0.1048
S_3494,17,86,0.0321
S_3495,10,15,0.036
S_3496,11,71,0.0481
S_3497,6,80,0.111
S_3498,12,4,0.0195
S_3499,17,102,0.0376
S_3500,16,108,0.0383
S_3501,14,102,0.1063
S_3502,14,98,0.0034
S_3503,12,89,0.0162
S_3504,15,76,0.0457
S_3505,17,81,0.0038
S_3506,10,96,0.1411
S_3507,15,79,0.0945
S_3508,17,39,0.0335
S_3509,13,45,0.0263
S_3510,17,107,0.0095
S_3511,21,2,0.0553
S_3512,14,83,0.0638
S_3513,16,114,0.0213
S_3514,12,84,0.0084
S_3515,15,119,0.0418
S_3516,16,82,0.0271
S_3517,15,4,0.0358
S_3518,11,99,0.0396
S_3519,15,34,0.0483
S_3520,19,53,0.0926
S_3521,16,37,0.1213
S_3522,17,32,0.1393
S_3523,14,51,0.0351
S_3524,17,45,0.0084
S_3525,15,76,0.0516
S_3526,12,97,0.0673
S_3527,15,35,0.0458
S_3528,12,25,0.0548
S_3529,13,80,0.0904
S_3530,15,80,0.0875
S_3531,15,108,0.075
S_3532,11,1,0.0436
S_3533,18,102,0.0904
S_3534,16,62,0.0293
S_3535,12,74,0.0771
S_3536,10,10,0.054
S_3537,14,51,0.0405
S_3538,13,27,0.036
S_3539,15,30,0.0084
S_3540,13,60,0.0272
S_3541,8,97,0.061
S_3542,13,89,0.0619
S_3543,14,70,0.0147
S_3544,16,64,0.0147
S_3545,12,51,0.0581
S_3546,20,116,0.0593
S_3547,9,67,0.0144
S_3548,18,30,0.0252
S_3549,14,27,0.1203
S_3550,17,73,0.027
