student_id,target_credits,completed_credits,failure_prob
S_2247,18,59,0.0025
S_2248,16,67,0.0061
S_2249,16,8,0.0491
S_2250,12,111,0.0475
S_2251,14,80,0.0143
S_2252,14,18,0.0703
S_2253,16,29,0.0076
S_2254,17,0,0.0384
S_2255,14,31,0.0493
S_2256,14,37,0.0687
S_2257,16,81,0.0392
S_2258,20,57,0.0038
S_2259,9,101,0.0498
S_2260,12,10,0.0204
S_2261,12,84,0.0157
S_2262,11,104,0.1222
S_2263,12,50,0.01
S_2264,16,34,0.0682
S_2265,17,53,0.072
S_2266,15,94,0.0834
S_2267,15,110,0.0245
S_2268,12,7,0.0447
S_2269,7,63,0.0787
S_2270,16,76,0.0508
S_2271,19,2,0.0353
S_2272,17,21,0.0499
S_2273,14,7,0.0654
S_2274,15,34,0.0689
S_2275,19,24,0.0309
S_2276,12,58,0.0987
S_2277,13,78,0.0399
S_2278,9,101,0.1159
S_2279,16,36,0.0506
S_2280,13,6,0.0419
S_2281,14,0,0.0523
S_2282,17,101,0.0143
S_2283,12,105,0.0315
S_2284,16,12,0.0636
S_2285,16,1,0.002
S_2286,13,96,0.025
S_2287,17,76,0.0311
S_2288,14,66,0.1049
S_2289,17,63,0.0792
S_2290,13,92,0.0333
S_2291,16,35,0.0077
S_2292,13,46,0.029
S_2293,16,9,0.043
S_2294,16,67,0.0168
S_2295,13,115,0.0031
S_2296,13,34,0.1242
S_2297,14,111,0.0632
S_2298,15,87,0.0124
S_2299,16,28,0.0572
S_2300,15,79,0.0365
S_2301,6,43,0.0147
S_2302,17,14,0.0814
S_2303,16,11,0.0179
S_2304,18,2,0.0222
S_2305,17,95,0.0235
S_2306,13,106,0.0399
S_2307,11,57,0.007
S_2308,20,62,0.0213
S_2309,18,82,0.0405
S_2310,17,84,0.0462
S_2311,12,38,0.0224
S_2312,11,19,0.0907
S_2313,13,51,0.0086
S_2314,17,83,0.0986
S_2315,7,96,0.0315
S_2316,12,10,0.0846
S_2317,21,70,0.016
S_2318,13,6,0.0942
S_2319,15,98,0.0285
S_2320,14,80,0.0962
S_2321,20,83,0.0382
S_2322,14,91,0.0599
S_2323,9,59,0.0239
S_2324,18,35,0.0823
S_2325,11,94,0.0195
S_2326,10,93,0.071
S_2327,19,16,0.0586
S_2328,17,108,0.0453
S_2329,13,26,0.0649
S_2330,18,36,0.0359
S_2331,17,25,0.0421
S_2332,12,115,0.0271
S_2333,15,35,0.0209
S_2334,14,116,0.1401
S_2335,13,76,0.002
S_2336,15,21,0.1014
S_2337,17,66,0.0868
S_2338,12,105,0.148
S_2339,17,67,0.0593
S_2340,9,15,0.0157
S_2341,15,34,0.0327
S_2342,12,26,0.0319
S_2343,19,15,0.0422
S_2344,10,39,0.046
S_2345,14,79,0.0264
S_2346,12,45,0.0683
S_2347,13,53,0.0232
S_2348,11,38,0.08
S_2349,15,119,0.0241
S_2350,15,70,0.067
S_2351,9,100,0.0269
S_2352,16,52,0.1063
S_2353,10,20,0.0287
S_2354,15,101,0.0434
S_2355,20,91,0.0789
S_2356,12,39,0.0452
S_2357,14,72,0.1211
S_2358,12,11,0.0467
S_2359,12,3,0.1224
S_2360,15,97,0.0728
S_2361,19,113,0.0258
S_2362,14,41,0.0337
S_2363,18,71,0.0589
S_2364,12,86,0.0411
S_2365,18,89,0.0674
S_2366,19,57,0.0229
S_2367,18,73,0.0072
S_2368,17,78,0.0138
S_2369,16,12,0.0839
S_2370,12,77,0.0308
S_2371,10,61,0.0519
S_2372,16,45,0.0216
S_2373,12,31,0.094
S_2374,12,76,0.04
S_2375,10,20,0.0234
S_2376,13,97,0.0469
S_2377,18,20,0.0794
S_2378,17,92,0.0382
S_2379,11,98,0.0183
S_2380,12,112,0.0198
S_2381,9,55,0.0737
S_2382,16,7,0.0405
S_2383,15,81,0.0493
S_2384,15,33,0.0089
S_2385,13,11,0.0283
S_2386,16,102,0.0853
S_2387,14,16,0.0125
S_2388,17,60,0.0179
S_2389,11,94,0.0562
S_2390,17,23,0.0633
S_2391,16,107,0.0802
S_2392,16,39,0.0665
S_2393,14,47,0.0527
S_2394,20,15,0.0481
S_2395,12,77,0.0976
S_2396,21,59,0.011
S_2397,16,116,0.0303
S_2398,18,83,0.0256
S_2399,19,91,0.0781
S_2400,17,23,0.0708
S_2401,20,85,0.073
S_2402,17,66,0.0246
S_2403,17,48,0.1084
S_2404,16,93,0.0345
S_2405,16,117,0.0652
S_2406,18,11,0.0597
S_2407,12,94,0.0555
S_2408,14,110,0.0191
S_2409,16,37,0.1057
S_2410,12,43,0.0224
S_2411,17,95,0.0323
S_2412,14,114,0.0821
S_2413,11,112,0.0139
S_2414,13,6,0.0432
S_2415,17,104,0.0438
S_2416,11,70,0.0064
S_2417,12,50,0.0559
S_2418,16,101,0.0376
S_2419,11,96,0.1169
S_2420,16,61,0.0185
S_2421,8,49,0.0191
S_2422,16,56,0.0679
S_2423,14,38,0.0176
S_2424,19,81,0.0453
S_2425,9,107,0.0512
S_2426,13,30,0.0146
S_2427,16,99,0.0909
S_2428,14,43,0.014
S_2429,13,15,0.0777
S_2430,9,4,0.0782
S_2431,16,57,0.0342
S_2432,21,68,0.111
S_2433,12,0,0.0373
S_2434,15,78,0.0228
S_2435,16,62,0.0444
S_2436,13,119,0.0534
S_2437,14,12,0.0431
S_2438,11,84,0.0665
S_2439,10,26,0.0071
S_2440,19,24,0.0335
S_2441,14,2,0.009
S_2442,16,0,0.0137
S_2443,16,22,0.1098
S_2444,12,21,0.0615
S_2445,11,0,0.0211
S_2446,13,86,0.0101
S_2447,15,60,0.0509
S_2448,12,47,0.0947
S_2449,13,12,0.0663
S_2450,8,40,0.0569
S_2451,14,56,0.0365
S_2452,15,119,0.058
S_2453,14,61,0.0003
S_2454,11,2,0.045
S_2455,12,24,0.1169
S_2456,11,42,0.0273
S_2457,13,54,0.0267
S_2458,12,80,0.0215
S_2459,19,70,0.049
S_2460,20,61,0.0316
S_2461,17,100,0.064
S_2462,15,23,0.07
S_2463,14,9,0.0765
S_2464,12,100,0.0422
S_2465,15,55,0.0196
S_2466,14,66,0.0639
S_2467,11,100,0.0547
S_2468,12,113,0.0058
S_2469,9,66,0.0118
S_2470,11,97,0.1328
S_2471,16,65,0.0775
S_2472,18,3,0.0529
S_2473,16,114,0.0643
S_2474,13,98,0.0838
S_2475,10,90,0.0148
S_2476,11,53,0.0773
S_2477,16,113,0.1417
S_2478,16,58,0.0656
S_2479,13,86,0.0015
S_2480,13,12,0.0389
S_2481,20,26,0.1232
S_2482,9,50,0.0065
S_2483,15,69,0.0961
S_2484,11,96,0.0381
S_2485,11,28,0.0314
S_2486,16,92,0.0196
S_2487,20,106,0.0079
S_2488,16,98,0.0233
S_2489,19,74,0.0783
S_2490,9,97,0.0566
S_2491,16,105,0.0787
S_2492,17,66,0.0283
S_2493,14,97,0.1739
S_2494,17,50,0.0588
S_2495,21,62,0.0158
S_2496,15,6,0.0277
S_2497,13,106,0.0125
S_2498,18,16,0.056
S_2499,18,33,0.017
S_2500,14,38,0.105
S_2501,13,13,0.0716
S_2502,18,110,0.0231
S_2503,13,116,0.0275
S_2504,14,103,0.0449
S_2505,15,41,0.0425
S_2506,14,6,0.0966
S_2507,15,21,0.0239
S_2508,12,92,0.0432
S_2509,16,34,0.0825
S_2510,13,107,0.0836
S_2511,19,100,0.0036
S_2512,15,28,0.0334
S_2513,18,83,0.0128
S_2514,16,53,0.0459
S_2515,18,25,0.0848
S_2516,13,70,0.0389
S_2517,11,100,0.0216
S_2518,12,111,0.0171
S_2519,12,7,0.1199
S_2520,12,50,0.0651
S_2521,11,72,0.0876
S_2522,14,40,0.1186
S_2523,17,38,0.0347
S_2524,11,92,0.0427
S_2525,12,93,0.0262
S_2526,18,87,0.0395
S_2527,10,107,0.0216
S_2528,14,59,0.0489
S_2529,16,94,0.051
S_2530,21,1,0.0107
S_2531,7,118,0.0189
S_2532,11,110,0.0144
S_2533,15,100,0.0461
S_2534,13,70,0.0495
S_2535,6,65,0.0298
S_2536,13,18,0.0463
S_2537,12,6,0.0228
S_2538,10,30,0.0276
S_2539,13,18,0.0184
S_2540,11,67,0.0341
S_2541,12,39,0.0929
S_2542,18,46,0.2137
S_2543,20,3,0.0261
S_2544,12,65,0.0705
S_2545,15,78,0.0667
S_2546,16,40,0.0454
S_2547,12,15,0.0521
S_2548,12,84,0.0238
S_2549,16,15,0.0428
S_2550,14,98,0.0184
S_2551,14,65,0.0319
S_2552,11,28,0.0098
S_2553,11,107,0.0915
S_2554,15,17,0.0483
S_2555,13,72,0.0153
S_2556,15,74,0.1268
S_2557,17,4,0.0222
S_2558,15,73,0.1015
S_2559,13,83,0.0547
S_2560,17,109,0.0345
S_2561,14,85,0.1358
S_2562,18,58,0.0775
S_2563,12,102,0.0263
S_2564,14,42,0.056
S_2565,13,102,0.0385
S_2566,15,101,0.0386
S_2567,15,72,0.0377
S_2568,14,41,0.0769
S_2569,17,70,0.0661
S_2570,16,108,0.0708
S_2571,21,76,0.0135
S_2572,21,100,0.0454
S_2573,12,41,0.0724
S_2574,13,35,0.0921
S_2575,11,30,0.021
S_2576,19,58,0.1531
S_2577,13,51,0.0151
S_2578,15,102,0.0477
S_2579,11,13,0.0187
S_2580,15,66,0.015
S_2581,9,48,0.0796
S_2582,18,112,0.0719
S_2583,20,94,0.0658
S_2584,17,52,0.0608
S_2585,12,76,0.0513
S_2586,16,89,0.0904
S_2587,15,8,0.0588
S_2588,19,80,0.0352
S_2589,17,16,0.0539
S_2590,11,22,0.0824
S_2591,18,55,0.0215
S_2592,14,117,0.0746
S_2593,18,114,0.0072
S_2594,10,108,0.02
S_2595,16,4,0.056
S_2596,14,102,0.0175
S_2597,15,93,0.0662
S_2598,12,59,0.0376
S_2599,16,39,0.0956
S_2600,12,90,0.0119
S_2601,10,12,0.0182
S_2602,12,78,0.0435
S_2603,12,80,0.077
S_2604,14,66,0.0786
S_2605,17,105,0.0418
S_2606,12,39,0.0275
S_2607,17,57,0.0939
S_2608,16,91,0.0272
S_2609,18,86,0.0315
S_2610,13,67,0.0206
S_2611,19,32,0.0014
S_2612,14,35,0.0262
S_2613,17,88,0.0619
S_2614,20,0,0.0236
S_2615,18,78,0.022
S_2616,14,29,0.0616
S_2617,11,80,0.0351
S_2618,12,22,0.0424
S_2619,12,45,0.0336
S_2620,12,90,0.0482
S_2621,14,90,0.0168
S_2622,16,25,0.1068
S_2623,17,45,0.0326
S_2624,17,60,0.0026
S_2625,17,70,0.072
S_2626,14,89,0.0506
S_2627,16,2,0.0273
S_2628,14,13,0.0171
S_2629,15,18,0.0103
S_2630,14,22,0.0424
S_2631,14,3,0.014
S_2632,13,110,0.065
S_2633,9,19,0.0138
S_2634,14,8,0.0492
S_2635,16,56,0.0368
S_2636,17,112,0.0314
S_2637,16,115,0.0748
S_2638,12,81,0.0193
S_2639,13,21,0.0556
S_2640,10,0,0.1599
S_2641,17,40,0.0772
S_2642,12,15,0.0907
S_2643,16,90,0.0467
S_2644,16,116,0.0265
S_2645,12,10,0.116
S_2646,15,47,0.1086
S_2647,20,108,0.0405
S_2648,13,87,0.0128
S_2649,18,104,0.0412
S_2650,15,110,0.1143
S_2651,15,49,0.0335
S_2652,14,83,0.0503
S_2653,17,85,0.009
S_2654,14,75,0.011
S_2655,16,39,0.0624
S_2656,17,99,0.0116
S_2657,18,92,0.0294
S_2658,16,53,0.0086
S_2659,17,50,0.019
S_2660,15,1,0.033
S_2661,13,101,0.0683
S_2662,15,34,0.0321
S_2663,16,56,0.1667
S_2664,16,49,0.0379
S_2665,18,81,0.0699
S_2666,15,46,0.0219
S_2667,10,21,0.0437
S_2668,8,104,0.0961
S_2669,15,22,0.0665
S_2670,18,3,0.0439
S_2671,14,23,0.0351
S_2672,20,54,0.0234
S_2673,15,50,0.0822
S_2674,21,95,0.0136
S_2675,14,23,0.0191
S_2676,19,93,0.0152
S_2677,13,11,0.015
S_2678,18,56,0.0421
S_2679,16,103,0.0629
S_2680,16,49,0.0744
S_2681,16,115,0.0283
S_2682,19,75,0.0518
S_2683,14,90,0.0343
S_2684,15,61,0.0478
S_2685,21,51,0.0317
S_2686,16,10,0.0288
S_2687,18,14,0.0681
S_2688,14,68,0.069
S_2689,13,73,0.072
S_2690,17,118,0.0017
S_2691,15,102,0.0984
S_2692,14,101,0.0326
S_2693,9,34,0.0072
S_2694,9,49,0.0513
S_2695,9,12,0.0266
S_2696,16,69,0.0613
S_2697,11,8,0.0522
S_2698,9,53,0.0142
S_2699,12,67,0.1416
S_2700,9,27,0.0466
S_2701,13,93,0.0685
S_2702,13,80,0.0211
S_2703,16,17,0.0174
S_2704,15,118,0.0207
S_2705,13,65,0.0501
S_2706,16,3,0.0878
S_2707,11,42,0.033
S_2708,13,117,0.0417
S_2709,12,108,0.0156
S_2710,14,18,0.0266
S_2711,8,102,0.1205
S_2712,21,74,0.0541
S_2713,16,2,0.0062
S_2714,16,90,0.0732
S_2715,8,49,0.0259
S_2716,15,47,0.0241
S_2717,14,45,0.0226
S_2718,18,71,0.0259
S_2719,14,85,0.0305
S_2720,13,77,0.0402
S_2721,14,29,0.0543
S_2722,19,84,0.0483
S_2723,10,16,0.1014
S_2724,9,116,0.0958
S_2725,8,56,0.0281
S_2726,18,10,0.1139
S_2727,17,69,0.103
S_2728,11,69,0.0692
S_2729,10,4,0.0442
S_2730,17,1,0.0883
S_2731,10,119,0.0271
S_2732,14,46,0.0303
S_2733,13,29,0.0901
S_2734,21,65,0.0281
S_2735,14,1,0.0285
S_2736,18,1,0.0451
S_2737,16,13,0.1112
S_2738,13,96,0.0158
S_2739,13,29,0.0349
S_2740,15,60,0.029
S_2741,15,26,0.0907
S_2742,13,65,0.0384
S_2743,16,61,0.0856
S_2744,15,48,0.0594
S_2745,12,51,0.1152
S_2746,13,78,0.0623
S_2747,16,101,0.0594
S_2748,11,38,0.0367
S_2749,11,63,0.0449
S_2750,11,102,0.0834
S_2751,13,20,0.0538
S_2752,14,117,0.0282
S_2753,11,90,0.0905
S_2754,14,43,0.0355
S_2755,15,45,0.0616
S_2756,17,24,0.0321
S_2757,17,32,0.0555
S_2758,8,70,0.1285
S_2759,15,0,0.0138
S_2760,9,2,0.0973
S_2761,16,118,0.0438
S_2762,16,28,0.0672
S_2763,11,99,0.0064
S_2764,16,73,0.0266
S_2765,11,53,0.0671
S_2766,14,87,0.0074
S_2767,15,6,0.0317
S_2768,14,90,0.032
S_2769,17,102,0.0974
S_2770,12,33,0.0506
S_2771,16,36,0.0257
S_2772,11,12,0.0409
S_2773,8,102,0.1077
S_2774,9,96,0.0357
S_2775,12,51,0.0675
S_2776,16,45,0.0051
S_2777,16,51,0.0072
S_2778,14,50,0.0068
S_2779,8,51,0.0803
S_2780,20,17,0.0374
S_2781,10,1,0.0461
S_2782,16,91,0.1098
S_2783,13,41,0.0482
S_2784,16,58,0.0676
S_2785,18,36,0.012
S_2786,15,45,0.0329
S_2787,17,8,0.0694
S_2788,21,44,0.0236
S_2789,18,55,0.0465
S_2790,10,99,0.1604
S_2791,6,38,0.0176
S_2792,16,10,0.0255
S_2793,13,91,0.042
S_2794,17,45,0.0715
S_2795,7,109,0.0949
S_2796,18,115,0.0599
S_2797,14,104,0.0403
S_2798,21,27,0.0266
S_2799,14,30,0.016
S_2800,16,95,0.044
S_2801,13,53,0.0472
S_2802,13,35,0.0112
S_2803,15,35,0.0201
S_2804,14,69,0.0143
S_2805,13,107,0.0507
S_2806,16,74,0.0554
S_2807,13,74,0.0937
S_2808,16,89,0.0206
S_2809,10,91,0.0469
S_2810,15,109,0.0698
S_2811,14,19,0.03
S_2812,8,118,0.085
S_2813,11,39,0.0197
S_2814,7,33,0.0369
S_2815,15,61,0.0583
S_2816,12,31,0.0176
S_2817,14,27,0.0138
S_2818,18,116,0.0529
S_2819,14,12,0.0228
S_2820,15,118,0.1385
S_2821,13,74,0.0385
S_2822,12,115,0.0203
S_2823,10,107,0.0601
S_2824,17,77,0.0185
S_2825,19,70,0.0603
S_2826,18,119,0.0658
S_2827,11,61,0.0081
S_2828,18,21,0.0389
S_2829,14,119,0.0044
S_2830,19,38,0.0715
S_2831,16,10,0.013
S_2832,15,86,0.0191
S_2833,16,53,0.0256
S_2834,9,46,0.0396
S_2835,11,75,0.0228
S_2836,13,6,0.0308
S_2837,13,83,0.0567
S_2838,15,60,0.0092
S_2839,13,58,0.0636
S_2840,13,108,0.0153
S_2841,18,99,0.0136
S_2842,19,63,0.0712
S_2843,16,69,0.0282
S_2844,12,96,0.0748
S_2845,16,49,0.132
S_2846,18,80,0.0488
S_2847,14,64,0.0343
S_2848,19,59,0.0619
S_2849,20,118,0.0351
S_2850,17,2,0.0622
S_2851,16,49,0.0347
S_2852,16,111,0.0855
S_2853,16,111,0.105
S_2854,16,89,0.0296
S_2855,11,71,0.0193
S_2856,18,82,0.0495
S_2857,15,30,0.0806
S_2858,21,58,0.0106
S_2859,21,64,0.0501
S_2860,14,7,0.063
S_2861,15,103,0.1108
S_2862,13,54,0.0614
S_2863,12,107,0.0092
S_2864,14,46,0.0169
S_2865,15,49,0.0653
S_2866,11,29,0.0826
S_2867,11,77,0.0562
S_2868,6,65,0.0535
S_2869,11,109,0.0736
S_2870,17,51,0.0127
S_2871,19,77,0.0501
S_2872,9,84,0.0517
S_2873,10,38,0.1032
S_2874,18,105,0.0318
S_2875,12,45,0.021
S_2876,13,76,0.0757
S_2877,12,73,0.0344
S_2878,17,50,0.0281
S_2879,20,22,0.0353
S_2880,15,71,0.0341
S_2881,13,45,0.0719
S_2882,14,45,0.0527
S_2883,17,59,0.0247
S_2884,16,81,0.0254
S_2885,14,87,0.0351
S_2886,14,51,0.2125
S_2887,12,14,0.0546
S_2888,12,95,0.0217
S_2889,10,80,0.0344
S_2890,18,96,0.0451
S_2891,8,37,0.0056
S_2892,15,109,0.0196
S_2893,14,31,0.0425
S_2894,14,34,0.0442
S_2895,13,64,0.0163
S_2896,14,119,0.0084
S_2897,20,24,0.128
S_2898,15,100,0.0484
S_2899,15,0,0.0888
S_2900,15,28,0.0054
S_2901,12,41,0.0303
S_2902,13,77,0.0786
S_2903,16,13,0.0828
S_2904,12,15,0.0387
S_2905,14,17,0.0433
S_2906,18,79,0.0595
S_2907,12,13,0.1025
S_2908,14,47,0.0364
S_2909,14,18,0.0137
S_2910,16,45,0.0328
S_2911,15,85,0.0178
S_2912,12,33,0.0225
S_2913,13,74,0.0516
S_2914,13,29,0.0379
S_2915,12,88,0.0739
S_2916,9,93,0.1053
S_2917,15,37,0.013
S_2918,12,2,0.036
S_2919,16,15,0.0947
S_2920,15,58,0.0465
S_2921,13,45,0.0085
S_2922,13,41,0.0476
S_2923,11,69,0.0584
S_2924,15,19,0.076
S_2925,14,54,0.029
S_2926,13,24,0.067
S_2927,9,117,0.0606
S_2928,14,5,0.0391
S_2929,14,1,0.0414
S_2930,18,67,0.0366
S_2931,15,7,0.1639
S_2932,18,97,0.0319
S_2933,13,98,0.0161
S_2934,14,51,0.0709
S_2935,11,100,0.0227
S_2936,14,88,0.0176
S_2937,17,16,0.0281
S_2938,17,103,0.0869
S_2939,15,104,0.0542
S_2940,10,38,0.0338
S_2941,10,92,0.0555
S_2942,14,107,0.057
S_2943,12,89,0.0356
S_2944,16,11,0.0332
S_2945,16,11,0.0283
S_2946,16,117,0.0153
S_2947,13,64,0.0783
S_2948,15,77,0.0419
S_2949,16,109,0.081
S_2950,13,0,0.0279
S_2951,14,51,0.0168
S_2952,15,67,0.0532
S_2953,11,0,0.0384
S_2954,13,74,0.0111
S_2955,13,102,0.0579
S_2956,17,6,0.0472
S_2957,13,96,0.0815
S_2958,15,117,0.034
S_2959,16,110,0.0325
S_2960,12,64,0.0224
S_2961,17,103,0.0089
S_2962,17,92,0.0197
S_2963,8,98,0.0519
S_2964,16,47,0.0407
S_2965,18,57,0.137
S_2966,13,28,0.0377
S_2967,16,6,0.0154
S_2968,11,71,0.0283
S_2969,10,37,0.0446
S_2970,13,60,0.0299
S_2971,12,115,0.0944
S_2972,16,7,0.0961
S_2973,15,104,0.0115
S_2974,20,10,0.0562
S_2975,17,78,0.0307
S_2976,13,41,0.0398
S_2977,15,12,0.0731
S_2978,15,90,0.0201
S_2979,16,83,0.0101
S_2980,8,76,0.0485
S_2981,13,115,0.103
S_2982,18,2,0.055
S_2983,16,52,0.0116
S_2984,15,67,0.0242
S_2985,13,42,0.0656
S_2986,14,80,0.0531
S_2987,15,107,0.0404
S_2988,12,83,0.0056
S_2989,15,68,0.0339
S_2990,15,88,0.0181
S_2991,13,13,0.0301
S_2992,13,75,0.0373
S_2993,11,48,0.0576
S_2994,18,38,0.025
S_2995,16,60,0.0615
S_2996,15,96,0.1036
S_2997,16,49,0.0268
S_2998,6,84,0.0337
S_2999,20,70,0.0715
S_3000,7,109,0.0369
S_3001,17,53,0.0458
S_3002,15,98,0.0913
S_3003,11,101,0.0254
S_3004,15,55,0.0106
S_3005,16,58,0.0487
S_3006,13,40,0.0726
S_3007,18,59,0.0627
S_3008,10,29,0.0757
S_3009,11,102,0.0633
S_3010,11,29,0.0154
S_3011,10,30,0.0221
S_3012,15,107,0.0316
S_3013,19,63,0.0158
S_3014,17,12,0.0523
S_3015,14,41,0.0097
S_3016,19,84,0.0078
S_3017,18,48,0.0908
S_3018,12,50,0.0412
S_3019,14,59,0.0498
S_3020,15,26,0.0844
S_3021,12,50,0.0528
S_3022,12,25,0.1232
S_3023,17,42,0.122
S_3024,17,63,0.0149
S_3025,11,83,0.0641
S_3026,16,76,0.0168
S_3027,16,69,0.0303
S_3028,11,71,0.0359
S_3029,15,61,0.0399
S_3030,16,73,0.0293
S_3031,16,45,0.017
S_3032,14,107,0.0608
S_3033,15,70,0.0064
S_3034,15,112,0.0431
S_3035,15,48,0.0706
S_3036,17,47,0.0246
S_3037,12,115,0.075
S_3038,12,87,0.0344
S_3039,11,62,0.0363
S_3040,17,86,0.067
S_3041,14,47,0.0352
S_3042,13,91,0.0503
S_3043,18,25,0.0559
S_3044,14,114,0.0524
S_3045,8,55,0.0699
S_3046,12,11,0.035
S_3047,15,101,0.0396
S_3048,16,107,0.0317
S_3049,12,87,0.0325
S_3050,13,75,0.025
S_3051,13,111,0.0191
S_3052,16,74,0.0816
S_3053,18,94,0.0478
S_3054,12,56,0.0738
S_3055,19,87,0.0305
S_3056,15,119,0.015
S_3057,14,45,0.0633
S_3058,14,86,0.1174
S_3059,11,17,0.054
S_3060,12,76,0.0152
S_3061,11,38,0.0982
S_3062,11,103,0.0869
S_3063,16,43,0.0165
S_3064,21,53,0.0339
S_3065,12,117,0.0485
S_3066,14,25,0.0654
S_3067,17,67,0.0226
S_3068,11,103,0.0318
S_3069,10,37,0.0121
S_3070,9,1,0.03
S_3071,15,107,0.0556
S_3072,12,74,0.0142
S_3073,10,27,0.0579
S_3074,12,33,0.1102
S_3075,17,95,0.1319
S_3076,13,77,0.0524
S_3077,17,87,0.0329
S_3078,16,69,0.0607
S_3079,15,94,0.0668
S_3080,14,98,0.0116
S_3081,16,46,0.0381
S_3082,15,108,0.0757
S_3083,15,60,0.0912
S_3084,8,19,0.0604
S_3085,13,26,0.0118
S_3086,10,88,0.0905
S_3087,11,45,0.0117
S_3088,17,31,0.1542
S_3089,14,72,0.0545
S_3090,19,93,0.0265
S_3091,16,13,0.0438
S_3092,12,53,0.0068
S_3093,13,92,0.0491
S_3094,16,108,0.0829
S_3095,16,1,0.0219
S_3096,17,78,0.0565
S_3097,8,71,0.0572
S_3098,10,62,0.1203
S_3099,12,19,0.0506
S_3100,16,89,0.071
S_3101,17,47,0.0132
S_3102,6,28,0.047
S_3103,12,102,0.0609
S_3104,16,36,0.019
S_3105,11,23,0.1138
S_3106,15,37,0.0571
S_3107,16,21,0.0214
S_3108,13,93,0.0282
S_3109,15,21,0.0272
S_3110,14,86,0.0231
S_3111,16,19,0.0205
S_3112,14,27,0.1004
S_3113,9,41,0.0717
S_3114,16,114,0.0423
S_3115,14,109,0.0066
S_3116,16,10,0.0169
S_3117,12,40,0.0073
S_3118,14,41,0.0692
S_3119,13,25,0.0336
S_3120,17,52,0.0171
S_3121,16,89,0.1078
S_3122,19,11,0.0298
S_3123,14,80,0.0245
S_3124,11,31,0.0105
S_3125,11,77,0.0403
S_3126,17,81,0.0628
S_3127,18,87,0.0097
S_3128,10,103,0.1036
S_3129,13,107,0.081
S_3130,11,91,0.0497
S_3131,20,57,0.0357
S_3132,16,5,0.0128
S_3133,12,112,0.0619
S_3134,12,72,0.0114
S_3135,19,64,0.0053
S_3136,16,28,0.0053
S_3137,14,82,0.0713
S_3138,13,119,0.116
S_3139,13,39,0.044
S_3140,10,95,0.1114
S_3141,12,34,0.0319
S_3142,13,58,0.0988
S_3143,14,25,0.1212
S_3144,14,61,0.0762
S_3145,17,55,0.0255
S_3146,12,4,0.1283
S_3147,19,45,0.0631
S_3148,14,7,0.0217
S_3149,15,54,0.0435
S_3150,18,117,0.0657
S_3151,16,35,0.0949
S_3152,17,61,0.0591
S_3153,13,15,0.0247
S_3154,14,18,0.0125
S_3155,17,42,0.0198
S_3156,17,58,0.0525
S_3157,15,84,0.0512
S_3158,17,54,0.0746
S_3159,12,2,0.0097
S_3160,16,32,0.1143
S_3161,17,2,0.007
S_3162,14,110,0.0394
S_3163,15,3,0.0288
S_3164,8,5,0.0996
S_3165,19,35,0.0587
S_3166,16,75,0.125
S_3167,16,42,0.1076
S_3168,15,7,0.0095
S_3169,16,100,0.0083
S_3170,16,84,0.071
S_3171,19,47,0.0137
S_3172,21,81,0.0142
S_3173,18,32,0.0611
S_3174,18,63,0.0823
S_3175,13,105,0.0701
S_3176,14,12,0.0744
S_3177,16,101,0.0447
S_3178,16,94,0.0096
S_3179,16,113,0.035
S_3180,12,61,0.0385
S_3181,13,32,0.0214
S_3182,13,42,0.09
S_3183,16,76,0.0907
S_3184,14,16,0.0611
S_3185,14,42,0.0067
S_3186,14,87,0.0243
S_3187,16,68,0.0632
S_3188,18,7,0.0507
S_3189,12,59,0.0187
S_3190,17,62,0.0663
S_3191,12,84,0.0438
S_3192,16,1,0.0432
S_3193,11,51,0.0859
S_3194,19,106,0.0424
S_3195,14,3,0.0435
S_3196,15,80,0.0357
S_3197,15,26,0.099
S_3198,19,46,0.0451
S_3199,13,106,0.0275
S_3200,14,43,0.0335
S_3201,15,65,0.059
S_3202,17,10,0.0339
S_3203,12,38,0.0288
S_3204,8,16,0.0977
S_3205,11,67,0.0596
S_3206,17,55,0.0327
S_3207,15,31,0.0369
S_3208,14,119,0.03
S_3209,12,18,0.0049
S_3210,15,99,0.0245
S_3211,16,4,0.0304
S_3212,14,101,0.0525
S_3213,18,57,0.0623
S_3214,17,99,0.0354
S_3215,14,89,0.0165
S_3216,17,68,0.0297
S_3217,15,44,0.0565
S_3218,15,79,0.0812
S_3219,14,99,0.019
S_3220,15,60,0.0239
S_3221,10,49,0.0478
S_3222,12,17,0.0145
S_3223,18,107,0.0638
S_3224,14,32,0.0715
S_3225,11,14,0.0069
S_3226,19,7,0.0252
S_3227,14,90,0.0642
S_3228,16,80,0.0522
S_3229,13,14,0.0836
S_3230,17,63,0.0027
S_3231,15,18,0.0437
S_3232,9,46,0.0309
S_3233,21,93,0.0465
S_3234,13,27,0.0058
S_3235,14,3,0.0517
S_3236,11,23,0.0092
S_3237,9,48,0.0181
S_3238,18,29,0.0162
S_3239,15,86,0.086
S_3240,9,94,0.1035
S_3241,13,28,0.0192
S_3242,16,32,0.0248
S_3243,16,67,0.0693
S_3244,12,90,0.043
S_3245,13,115,0.0389
S_3246,12,36,0.0332
S_3247,13,109,0.0168
S_3248,15,21,0.0192
S_3249,17,4,0.0548
S_3250,15,95,0.0825
S_3251,15,57,0.079
